id,oauth_id,name,password,email,type,secret,website,affiliation,country,bracket,hidden,banned,verified,team_id,created
22,,user95751,veryweakpassword-22,user95751@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:16.0
23,,user95360,veryweakpassword-23,user95360@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:16.4
24,,user95500,veryweakpassword-24,user95500@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:16.7
25,,user86762,veryweakpassword-25,user86762@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:17.1
26,,user94536,veryweakpassword-26,user94536@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:17.5
27,,user94022,veryweakpassword-27,user94022@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:17.8
28,,user95345,veryweakpassword-28,user95345@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:18.2
29,,user93970,veryweakpassword-29,user93970@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:18.5
30,,user95740,veryweakpassword-30,user95740@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:18.9
31,,user94982,veryweakpassword-31,user94982@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:19.3
32,,user96043,veryweakpassword-32,user96043@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:19.6
33,,user94345,veryweakpassword-33,user94345@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:20.0
34,,user95371,veryweakpassword-34,user95371@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:20.3
35,,user94080,veryweakpassword-35,user94080@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:20.7
36,,user95284,veryweakpassword-36,user95284@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:21.1
37,,user94378,veryweakpassword-37,user94378@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:21.4
38,,user95130,veryweakpassword-38,user95130@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:21.8
39,,user84295,veryweakpassword-39,user84295@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:22.1
40,,user95936,veryweakpassword-40,user95936@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:22.5
41,,user96089,veryweakpassword-41,user96089@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:22.9
42,,user93903,veryweakpassword-42,user93903@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:23.2
43,,user94417,veryweakpassword-43,user94417@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:23.6
44,,user95983,veryweakpassword-44,user95983@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:23.9
45,,user86883,veryweakpassword-45,user86883@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:24.3
46,,user95582,veryweakpassword-46,user95582@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:24.7
47,,user94652,veryweakpassword-47,user94652@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:25.1
48,,user93079,veryweakpassword-48,user93079@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:25.4
49,,user93337,veryweakpassword-49,user93337@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:25.8
50,,user92975,veryweakpassword-50,user92975@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:26.2
51,,user82589,veryweakpassword-51,user82589@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:26.5
52,,user93941,veryweakpassword-52,user93941@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:26.9
53,,user95887,veryweakpassword-53,user95887@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:27.2
54,,user92964,veryweakpassword-54,user92964@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:27.6
55,,user94552,veryweakpassword-55,user94552@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:28.0
56,,user95082,veryweakpassword-56,user95082@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:28.3
57,,user93533,veryweakpassword-57,user93533@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:28.7
58,,user95955,veryweakpassword-58,user95955@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:29.0
59,,user92911,veryweakpassword-59,user92911@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:29.4
60,,user96119,veryweakpassword-60,user96119@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:29.8
61,,user96058,veryweakpassword-61,user96058@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:30.1
62,,user95601,veryweakpassword-62,user95601@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:30.5
63,,user94130,veryweakpassword-63,user94130@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:30.8
64,,user95809,veryweakpassword-64,user95809@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:31.2
65,,user94015,veryweakpassword-65,user94015@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:31.6
66,,user94919,veryweakpassword-66,user94919@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:31.9
67,,user92802,veryweakpassword-67,user92802@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:32.3
68,,user96189,veryweakpassword-68,user96189@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:32.7
69,,user95124,veryweakpassword-69,user95124@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:33.0
70,,user95131,veryweakpassword-70,user95131@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:33.4
71,,user93894,veryweakpassword-71,user93894@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:33.7
72,,user94050,veryweakpassword-72,user94050@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:34.1
73,,user94558,veryweakpassword-73,user94558@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:34.5
74,,user95795,veryweakpassword-74,user95795@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:34.8
75,,user94078,veryweakpassword-75,user94078@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:35.2
76,,user95336,veryweakpassword-76,user95336@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:35.5
77,,user94406,veryweakpassword-77,user94406@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:35.9
78,,user95525,veryweakpassword-78,user95525@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:36.3
79,,user92934,veryweakpassword-79,user92934@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:36.6
80,,user94230,veryweakpassword-80,user94230@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:37.0
81,,user92905,veryweakpassword-81,user92905@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:37.3
82,,user93411,veryweakpassword-82,user93411@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:37.7
83,,user94843,veryweakpassword-83,user94843@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:38.1
84,,user94967,veryweakpassword-84,user94967@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:38.4
85,,user95171,veryweakpassword-85,user95171@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:38.8
86,,user95863,veryweakpassword-86,user95863@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:39.1
87,,user93957,veryweakpassword-87,user93957@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:39.5
88,,user94837,veryweakpassword-88,user94837@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:39.9
89,,user93482,veryweakpassword-89,user93482@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:40.3
90,,user95190,veryweakpassword-90,user95190@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:40.6
91,,user96315,veryweakpassword-91,user96315@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:41.0
92,,user94088,veryweakpassword-92,user94088@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:41.3
93,,user93740,veryweakpassword-93,user93740@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:41.7
94,,user95025,veryweakpassword-94,user95025@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:42.1
95,,user93695,veryweakpassword-95,user93695@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:42.4
96,,user92886,veryweakpassword-96,user92886@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:42.8
97,,user92882,veryweakpassword-97,user92882@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:43.2
98,,user95195,veryweakpassword-98,user95195@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:43.5
99,,user93825,veryweakpassword-99,user93825@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:43.9
100,,user94966,veryweakpassword-100,user94966@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:44.2
101,,user95312,veryweakpassword-101,user95312@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:44.6
102,,user92893,veryweakpassword-102,user92893@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:45.0
103,,user94977,veryweakpassword-103,user94977@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:45.3
104,,user93010,veryweakpassword-104,user93010@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:45.7
105,,user93756,veryweakpassword-105,user93756@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:46.0
106,,user94107,veryweakpassword-106,user94107@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:46.4
107,,user93171,veryweakpassword-107,user93171@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:46.8
108,,user94271,veryweakpassword-108,user94271@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:47.1
109,,user95482,veryweakpassword-109,user95482@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:47.5
110,,user95297,veryweakpassword-110,user95297@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:47.8
111,,user94143,veryweakpassword-111,user94143@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:48.2
112,,user94733,veryweakpassword-112,user94733@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:48.5
113,,user94671,veryweakpassword-113,user94671@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:48.9
114,,user93241,veryweakpassword-114,user93241@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:49.3
115,,user92857,veryweakpassword-115,user92857@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:49.6
116,,user93163,veryweakpassword-116,user93163@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:50.0
117,,user95049,veryweakpassword-117,user95049@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:50.4
118,,user94753,veryweakpassword-118,user94753@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:50.7
119,,user96098,veryweakpassword-119,user96098@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:51.1
120,,user96039,veryweakpassword-120,user96039@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:51.5
121,,user95644,veryweakpassword-121,user95644@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:51.8
122,,user94961,veryweakpassword-122,user94961@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:52.2
123,,user95008,veryweakpassword-123,user95008@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:52.5
124,,user95065,veryweakpassword-124,user95065@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:52.9
125,,user93828,veryweakpassword-125,user93828@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:53.2
126,,user95939,veryweakpassword-126,user95939@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:53.6
127,,user94034,veryweakpassword-127,user94034@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:54.0
128,,user93397,veryweakpassword-128,user93397@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:54.3
129,,user92904,veryweakpassword-129,user92904@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:54.7
130,,user94139,veryweakpassword-130,user94139@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:55.0
131,,user95359,veryweakpassword-131,user95359@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:55.4
132,,user96196,veryweakpassword-132,user96196@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:55.8
133,,user96086,veryweakpassword-133,user96086@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:56.1
134,,user93838,veryweakpassword-134,user93838@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:56.5
135,,user92855,veryweakpassword-135,user92855@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:56.8
136,,user93845,veryweakpassword-136,user93845@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:57.2
137,,user93572,veryweakpassword-137,user93572@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:57.6
138,,user95651,veryweakpassword-138,user95651@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:57.9
139,,user95276,veryweakpassword-139,user95276@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:58.3
140,,user95642,veryweakpassword-140,user95642@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:58.6
141,,user93225,veryweakpassword-141,user93225@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:59.0
142,,user95732,veryweakpassword-142,user95732@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:59.4
143,,user96066,veryweakpassword-143,user96066@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,50:59.7
144,,user94373,veryweakpassword-144,user94373@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:00.1
145,,user94262,veryweakpassword-145,user94262@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:00.4
146,,user92968,veryweakpassword-146,user92968@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:00.8
147,,user95557,veryweakpassword-147,user95557@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:01.2
148,,user96040,veryweakpassword-148,user96040@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:01.5
149,,user93461,veryweakpassword-149,user93461@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:01.9
150,,user95115,veryweakpassword-150,user95115@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:02.2
151,,user93666,veryweakpassword-151,user93666@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:02.6
152,,user93582,veryweakpassword-152,user93582@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:03.0
153,,user95147,veryweakpassword-153,user95147@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:03.3
154,,user95710,veryweakpassword-154,user95710@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:03.7
155,,user88645,veryweakpassword-155,user88645@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:04.1
156,,user96313,veryweakpassword-156,user96313@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:04.4
157,,user95654,veryweakpassword-157,user95654@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:04.8
158,,user96221,veryweakpassword-158,user96221@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:05.1
159,,user94621,veryweakpassword-159,user94621@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:05.5
160,,user95307,veryweakpassword-160,user95307@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:05.9
161,,user93843,veryweakpassword-161,user93843@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:06.2
162,,user94907,veryweakpassword-162,user94907@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:06.6
163,,user95381,veryweakpassword-163,user95381@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:07.0
164,,user95112,veryweakpassword-164,user95112@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:07.4
165,,user95556,veryweakpassword-165,user95556@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:07.7
166,,user95928,veryweakpassword-166,user95928@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:08.1
167,,adm1535,veryweakpassword-167,adm1535@contosco.com,admin,,,,BR,,TRUE,FALSE,TRUE,,57:02.0
168,,user95313,veryweakpassword-168,user95313@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,54:19.8
169,,user94081,veryweakpassword-169,user94081@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,53:46.1
170,,user84167,veryweakpassword-170,user84167@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,34:59.2
171,,user84328,veryweakpassword-171,user84328@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,41:49.5
172,,user88479,veryweakpassword-172,user88479@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,48:47.8
173,,user94650,veryweakpassword-173,user94650@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,51:58.7
174,,user95050,veryweakpassword-174,user95050@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:50.0
175,,user93223,veryweakpassword-175,user93223@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:50.3
176,,user84269,veryweakpassword-176,user84269@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:50.7
177,,user87594,veryweakpassword-177,user87594@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:51.0
178,,user88784,veryweakpassword-178,user88784@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:51.4
179,,user95958,veryweakpassword-179,user95958@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,59:51.8
180,,user98620,veryweakpassword-180,user98620@contosco.com,user,,,,BR,,FALSE,FALSE,TRUE,,22:40.9
